geoid,geoid20,year,total_pop
1400000US06037106648,6037106648,2017,4393
1400000US06037106649,6037106649,2017,2588
1400000US06037107010,6037107010,2017,3112
1400000US06037107020,6037107020,2017,5644
1400000US06037108101,6037108101,2017,2461
1400000US06037108102,6037108102,2017,3605
1400000US06037108103,6037108103,2017,3183
1400000US06037108104,6037108104,2017,1965
1400000US06037108202,6037108202,2017,6797
1400000US06037108203,6037108203,2017,2737
1400000US06037108204,6037108204,2017,2857
1400000US06037109100,6037109100,2017,2851
1400000US06037109200,6037109200,2017,2519
1400000US06037109300,6037109300,2017,3285
1400000US06037109400,6037109400,2017,3663
1400000US06037109500,6037109500,2017,4895
1400000US06037109601,6037109601,2017,5152
1400000US06037109603,6037109603,2017,4444
1400000US06037109604,6037109604,2017,2900
1400000US06037109700,6037109700,2017,4701
1400000US06037109800,6037109800,2017,5494
1400000US06037111100,6037111100,2017,3028
1400000US06037111201,6037111201,2017,3436
1400000US06037111202,6037111202,2017,5284
1400000US06037111204,6037111204,2017,6245
1400000US06037111205,6037111205,2017,4084
1400000US06037111206,6037111206,2017,4717
1400000US06037111302,6037111302,2017,5330
1400000US06037111303,6037111303,2017,5640
1400000US06037111304,6037111304,2017,1578
1400000US06037111401,6037111401,2017,3695
1400000US06037111402,6037111402,2017,4269
1400000US06037113101,6037113101,2017,3671
1400000US06037113102,6037113102,2017,3031
1400000US06037113211,6037113211,2017,3740
1400000US06037113212,6037113212,2017,3369
1400000US06037113213,6037113213,2017,4982
1400000US06037113231,6037113231,2017,2328
1400000US06037113232,6037113232,2017,4265
1400000US06037113234,6037113234,2017,4621
1400000US06037113235,6037113235,2017,1840
1400000US06037113237,6037113237,2017,4163
1400000US06037113238,6037113238,2017,5105
1400000US06037113239,6037113239,2017,3124
1400000US06037113301,6037113301,2017,2401
1400000US06037113303,6037113303,2017,4264
1400000US06037113322,6037113322,2017,4214
1400000US06037113323,6037113323,2017,4356
1400000US06037113324,6037113324,2017,1953
1400000US06037113423,6037113423,2017,1743
1400000US06037113424,6037113424,2017,4270
1400000US06037113425,6037113425,2017,1059
1400000US06037113426,6037113426,2017,5821
1400000US06037113427,6037113427,2017,1096
1400000US06037113428,6037113428,2017,5369
1400000US06037115101,6037115101,2017,5205
1400000US06037115103,6037115103,2017,3491
1400000US06037115104,6037115104,2017,4650
1400000US06037115202,6037115202,2017,5088
1400000US06037115203,6037115203,2017,3086
1400000US06037115204,6037115204,2017,3953
1400000US06037115301,6037115301,2017,4524
1400000US06037115302,6037115302,2017,4364
1400000US06037115401,6037115401,2017,6405
1400000US06037115403,6037115403,2017,3706
1400000US06037115404,6037115404,2017,2990
1400000US06037117101,6037117101,2017,5269
1400000US06037117102,6037117102,2017,2841
1400000US06037117201,6037117201,2017,4580
1400000US06037117202,6037117202,2017,2594
1400000US06037117301,6037117301,2017,4053
1400000US06037117302,6037117302,2017,5363
1400000US06037117303,6037117303,2017,3706
1400000US06037117404,6037117404,2017,4463
1400000US06037117405,6037117405,2017,3620
1400000US06037117407,6037117407,2017,3917
1400000US06037117408,6037117408,2017,3332
1400000US06037117510,6037117510,2017,4171
1400000US06037117520,6037117520,2017,4180
1400000US06037117530,6037117530,2017,6739
1400000US06037119001,6037119001,2017,4195
1400000US06037119003,6037119003,2017,3727
1400000US06037119004,6037119004,2017,3732
1400000US06037119201,6037119201,2017,4016
1400000US06037119202,6037119202,2017,4493
1400000US06037119310,6037119310,2017,3956
1400000US06037119320,6037119320,2017,4938
1400000US06037119340,6037119340,2017,3976
1400000US06037119341,6037119341,2017,2900
1400000US06037119342,6037119342,2017,3196
1400000US06037119400,6037119400,2017,5252
1400000US06037119700,6037119700,2017,5046
1400000US06037119801,6037119801,2017,3149
1400000US06037119802,6037119802,2017,3239
1400000US06037119900,6037119900,2017,5173
1400000US06037120010,6037120010,2017,2692
1400000US06037120020,6037120020,2017,3989
1400000US06037120030,6037120030,2017,2643
1400000US06037120103,6037120103,2017,3370
1400000US06037120104,6037120104,2017,2340
1400000US06037120105,6037120105,2017,2857
1400000US06037120106,6037120106,2017,4553
1400000US06037120107,6037120107,2017,3707
1400000US06037120108,6037120108,2017,4800
1400000US06037120300,6037120300,2017,5521
1400000US06037120400,6037120400,2017,7036
1400000US06037121010,6037121010,2017,4461
1400000US06037121020,6037121020,2017,3656
1400000US06037121101,6037121101,2017,3000
1400000US06037121102,6037121102,2017,2460
1400000US06037121210,6037121210,2017,3083
1400000US06037121221,6037121221,2017,2415
1400000US06037121222,6037121222,2017,5480
1400000US06037121600,6037121600,2017,2423
1400000US06037121801,6037121801,2017,2907
1400000US06037121802,6037121802,2017,3498
1400000US06037121900,6037121900,2017,3624
1400000US06037122000,6037122000,2017,6183
1400000US06037122120,6037122120,2017,4703
1400000US06037122121,6037122121,2017,2777
1400000US06037122122,6037122122,2017,2610
1400000US06037122200,6037122200,2017,3957
1400000US06037122410,6037122410,2017,3571
1400000US06037122420,6037122420,2017,4370
1400000US06037123010,6037123010,2017,4247
1400000US06037123020,6037123020,2017,3521
1400000US06037123103,6037123103,2017,4024
1400000US06037123104,6037123104,2017,4748
1400000US06037123203,6037123203,2017,3834
1400000US06037123204,6037123204,2017,3262
1400000US06037123205,6037123205,2017,2547
1400000US06037123206,6037123206,2017,2798
1400000US06037123301,6037123301,2017,4221
1400000US06037123303,6037123303,2017,2978
1400000US06037123304,6037123304,2017,4341
1400000US06037123410,6037123410,2017,4294
1400000US06037123420,6037123420,2017,4505
1400000US06037123510,6037123510,2017,4876
1400000US06037123520,6037123520,2017,2693
1400000US06037123601,6037123601,2017,4986
1400000US06037123602,6037123602,2017,3471
1400000US06037123700,6037123700,2017,4199
1400000US06037123800,6037123800,2017,5836
1400000US06037123901,6037123901,2017,4248
1400000US06037123902,6037123902,2017,2638
1400000US06037124000,6037124000,2017,5151
1400000US06037124102,6037124102,2017,3873
1400000US06037124103,6037124103,2017,2090
1400000US06037124104,6037124104,2017,2633
1400000US06037124105,6037124105,2017,2645
1400000US06037124201,6037124201,2017,3056
1400000US06037124203,6037124203,2017,2705
1400000US06037124204,6037124204,2017,2592
1400000US06037124300,6037124300,2017,3483
1400000US06037124400,6037124400,2017,4581
1400000US06037124500,6037124500,2017,2942
1400000US06037124600,6037124600,2017,3148
1400000US06037124700,6037124700,2017,5453
1400000US06037124902,6037124902,2017,2836
1400000US06037124903,6037124903,2017,3545
1400000US06037125101,6037125101,2017,3114
1400000US06037125102,6037125102,2017,3111
1400000US06037125200,6037125200,2017,3539
1400000US06037125310,6037125310,2017,5215
1400000US06037125321,6037125321,2017,2227
1400000US06037125322,6037125322,2017,3205
1400000US06037125402,6037125402,2017,4291
1400000US06037125403,6037125403,2017,1871
1400000US06037125404,6037125404,2017,2551
1400000US06037125501,6037125501,2017,3282
1400000US06037125502,6037125502,2017,3371
1400000US06037125600,6037125600,2017,2571
1400000US06037127102,6037127102,2017,5717
1400000US06037127103,6037127103,2017,3217
1400000US06037127104,6037127104,2017,3584
1400000US06037127210,6037127210,2017,5945
1400000US06037127220,6037127220,2017,4684
1400000US06037127300,6037127300,2017,4625
1400000US06037127400,6037127400,2017,6685
1400000US06037127520,6037127520,2017,4455
1400000US06037127603,6037127603,2017,3023
1400000US06037127604,6037127604,2017,3178
1400000US06037127605,6037127605,2017,4465
1400000US06037127606,6037127606,2017,3466
1400000US06037127711,6037127711,2017,3563
1400000US06037127712,6037127712,2017,3074
1400000US06037127803,6037127803,2017,4301
1400000US06037127804,6037127804,2017,4368
1400000US06037127805,6037127805,2017,3875
1400000US06037127806,6037127806,2017,3047
1400000US06037127910,6037127910,2017,5218
1400000US06037127920,6037127920,2017,4527
1400000US06037128101,6037128101,2017,3600
1400000US06037128102,6037128102,2017,5012
1400000US06037128210,6037128210,2017,5209
1400000US06037128220,6037128220,2017,3123
1400000US06037128302,6037128302,2017,4718
1400000US06037128303,6037128303,2017,3780
1400000US06037128400,6037128400,2017,4066
1400000US06037128500,6037128500,2017,4541
1400000US06037128601,6037128601,2017,4490
1400000US06037128602,6037128602,2017,3708
1400000US06037128703,6037128703,2017,2858
1400000US06037128704,6037128704,2017,2875
1400000US06037128801,6037128801,2017,3246
1400000US06037128802,6037128802,2017,4974
1400000US06037128910,6037128910,2017,4293
1400000US06037131021,6037131021,2017,3351
1400000US06037131022,6037131022,2017,3004
1400000US06037131023,6037131023,2017,2550
1400000US06037131024,6037131024,2017,3706
1400000US06037131100,6037131100,2017,3226
1400000US06037131200,6037131200,2017,3256
1400000US06037131300,6037131300,2017,5425
1400000US06037131400,6037131400,2017,6244
1400000US06037131600,6037131600,2017,4913
1400000US06037131701,6037131701,2017,4764
1400000US06037131702,6037131702,2017,3820
1400000US06037131801,6037131801,2017,3051
1400000US06037131802,6037131802,2017,3065
1400000US06037131900,6037131900,2017,4760
1400000US06037132001,6037132001,2017,3386
1400000US06037132002,6037132002,2017,3413
1400000US06037132101,6037132101,2017,4763
1400000US06037132102,6037132102,2017,5655
1400000US06037132301,6037132301,2017,3741
1400000US06037132302,6037132302,2017,3840
1400000US06037132501,6037132501,2017,4448
1400000US06037132502,6037132502,2017,4030
1400000US06037132700,6037132700,2017,5313
1400000US06037132900,6037132900,2017,3705
1400000US06037133000,6037133000,2017,4460
1400000US06037133101,6037133101,2017,2487
1400000US06037133102,6037133102,2017,3209
1400000US06037134001,6037134001,2017,3780
1400000US06037134002,6037134002,2017,4075
1400000US06037134101,6037134101,2017,5276
1400000US06037134103,6037134103,2017,4445
1400000US06037134104,6037134104,2017,4333
1400000US06037134201,6037134201,2017,4643
1400000US06037134302,6037134302,2017,3725
1400000US06037134303,6037134303,2017,6193
1400000US06037134304,6037134304,2017,2891
1400000US06037134305,6037134305,2017,4534
1400000US06037134306,6037134306,2017,3981
1400000US06037134421,6037134421,2017,3943
1400000US06037134422,6037134422,2017,4774
1400000US06037134423,6037134423,2017,3525
1400000US06037134424,6037134424,2017,2778
1400000US06037134520,6037134520,2017,5934
1400000US06037134521,6037134521,2017,3545
1400000US06037134522,6037134522,2017,3935
1400000US06037134710,6037134710,2017,5862
1400000US06037134720,6037134720,2017,4645
1400000US06037134801,6037134801,2017,3164
1400000US06037134802,6037134802,2017,3253
1400000US06037134901,6037134901,2017,2844
1400000US06037134904,6037134904,2017,4456
1400000US06037134905,6037134905,2017,3926
1400000US06037134906,6037134906,2017,1927
1400000US06037134907,6037134907,2017,4316
1400000US06037135102,6037135102,2017,3961
1400000US06037135111,6037135111,2017,3254
1400000US06037135113,6037135113,2017,3088
1400000US06037135115,6037135115,2017,1256
1400000US06037135116,6037135116,2017,3528
1400000US06037135201,6037135201,2017,2839
1400000US06037135202,6037135202,2017,4624
1400000US06037135204,6037135204,2017,3111
1400000US06037135205,6037135205,2017,4428
1400000US06037137000,6037137000,2017,4948
1400000US06037137103,6037137103,2017,5218
1400000US06037137104,6037137104,2017,2950
1400000US06037137202,6037137202,2017,2713
1400000US06037137203,6037137203,2017,3505
1400000US06037137301,6037137301,2017,2344
1400000US06037137302,6037137302,2017,4493
1400000US06037137401,6037137401,2017,4345
1400000US06037137402,6037137402,2017,4977
1400000US06037137501,6037137501,2017,4397
1400000US06037137502,6037137502,2017,4627
1400000US06037137504,6037137504,2017,1960
1400000US06037138000,6037138000,2017,4501
1400000US06037139001,6037139001,2017,5389
1400000US06037139200,6037139200,2017,5869
1400000US06037139301,6037139301,2017,4603
1400000US06037139302,6037139302,2017,5389
1400000US06037139303,6037139303,2017,4424
1400000US06037139401,6037139401,2017,2871
1400000US06037139402,6037139402,2017,2899
1400000US06037139502,6037139502,2017,3021
1400000US06037139504,6037139504,2017,4079
1400000US06037139505,6037139505,2017,2865
1400000US06037139506,6037139506,2017,3091
1400000US06037139600,6037139600,2017,5019
1400000US06037139701,6037139701,2017,5520
1400000US06037139703,6037139703,2017,3016
1400000US06037139704,6037139704,2017,4045
1400000US06037139705,6037139705,2017,1938
1400000US06037139801,6037139801,2017,3227
1400000US06037139802,6037139802,2017,4115
1400000US06037141101,6037141101,2017,4857
1400000US06037141102,6037141102,2017,2986
1400000US06037141201,6037141201,2017,4355
1400000US06037141202,6037141202,2017,2816
1400000US06037141303,6037141303,2017,3309
1400000US06037141304,6037141304,2017,2952
1400000US06037141305,6037141305,2017,3240
1400000US06037141306,6037141306,2017,2783
1400000US06037141400,6037141400,2017,4818
1400000US06037141500,6037141500,2017,2894
1400000US06037141600,6037141600,2017,4329
1400000US06037141700,6037141700,2017,2998
1400000US06037143101,6037143101,2017,3364
1400000US06037143102,6037143102,2017,961
1400000US06037143200,6037143200,2017,4295
1400000US06037143301,6037143301,2017,2398
1400000US06037143302,6037143302,2017,4291
1400000US06037143401,6037143401,2017,4066
1400000US06037143402,6037143402,2017,2376
1400000US06037143500,6037143500,2017,4977
1400000US06037143602,6037143602,2017,4503
1400000US06037143603,6037143603,2017,2361
1400000US06037143605,6037143605,2017,1977
1400000US06037143606,6037143606,2017,1395
1400000US06037143700,6037143700,2017,3827
1400000US06037143801,6037143801,2017,3066
1400000US06037143802,6037143802,2017,2495
1400000US06037143901,6037143901,2017,4145
1400000US06037143902,6037143902,2017,2931
1400000US06037181000,6037181000,2017,6276
1400000US06037181300,6037181300,2017,4066
1400000US06037181400,6037181400,2017,4511
1400000US06037181500,6037181500,2017,3913
1400000US06037181600,6037181600,2017,4691
1400000US06037183101,6037183101,2017,3806
1400000US06037183103,6037183103,2017,4520
1400000US06037183104,6037183104,2017,2222
1400000US06037183220,6037183220,2017,3996
1400000US06037183221,6037183221,2017,3326
1400000US06037183222,6037183222,2017,3549
1400000US06037183300,6037183300,2017,3299
1400000US06037183401,6037183401,2017,2366
1400000US06037183402,6037183402,2017,3192
1400000US06037183510,6037183510,2017,2804
1400000US06037183520,6037183520,2017,3890
1400000US06037183610,6037183610,2017,3348
1400000US06037183620,6037183620,2017,3178
1400000US06037183701,6037183701,2017,3807
1400000US06037183702,6037183702,2017,2911
1400000US06037183810,6037183810,2017,4373
1400000US06037183820,6037183820,2017,3902
1400000US06037185101,6037185101,2017,2266
1400000US06037185102,6037185102,2017,4068
1400000US06037185202,6037185202,2017,4088
1400000US06037185203,6037185203,2017,3591
1400000US06037185204,6037185204,2017,1951
1400000US06037185310,6037185310,2017,3327
1400000US06037185320,6037185320,2017,2932
1400000US06037186100,6037186100,2017,5132
1400000US06037186201,6037186201,2017,3421
1400000US06037186202,6037186202,2017,2056
1400000US06037186203,6037186203,2017,2883
1400000US06037186301,6037186301,2017,3109
1400000US06037186302,6037186302,2017,5248
1400000US06037186401,6037186401,2017,3668
1400000US06037186403,6037186403,2017,2838
1400000US06037186404,6037186404,2017,2802
1400000US06037187101,6037187101,2017,3110
1400000US06037187102,6037187102,2017,3339
1400000US06037187200,6037187200,2017,2855
1400000US06037187300,6037187300,2017,3376
1400000US06037188100,6037188100,2017,4115
1400000US06037188201,6037188201,2017,3339
1400000US06037188202,6037188202,2017,2338
1400000US06037188300,6037188300,2017,3576
1400000US06037189101,6037189101,2017,2485
1400000US06037189102,6037189102,2017,3252
1400000US06037189201,6037189201,2017,3537
1400000US06037189202,6037189202,2017,2394
1400000US06037189300,6037189300,2017,3111
1400000US06037189400,6037189400,2017,3497
1400000US06037189501,6037189501,2017,2301
1400000US06037189502,6037189502,2017,1673
1400000US06037189600,6037189600,2017,3675
1400000US06037189702,6037189702,2017,2097
1400000US06037189703,6037189703,2017,2929
1400000US06037189704,6037189704,2017,835
1400000US06037189801,6037189801,2017,2214
1400000US06037189802,6037189802,2017,1720
1400000US06037189903,6037189903,2017,2148
1400000US06037189904,6037189904,2017,2488
1400000US06037189905,6037189905,2017,2241
1400000US06037189906,6037189906,2017,2912
1400000US06037189907,6037189907,2017,2331
1400000US06037190101,6037190101,2017,1728
1400000US06037190102,6037190102,2017,2896
1400000US06037190201,6037190201,2017,2445
1400000US06037190202,6037190202,2017,3284
1400000US06037190302,6037190302,2017,3386
1400000US06037190303,6037190303,2017,2309
1400000US06037190401,6037190401,2017,3052
1400000US06037190402,6037190402,2017,2460
1400000US06037190510,6037190510,2017,4568
1400000US06037190520,6037190520,2017,3738
1400000US06037190701,6037190701,2017,2205
1400000US06037190702,6037190702,2017,996
1400000US06037190801,6037190801,2017,2605
1400000US06037190802,6037190802,2017,2844
1400000US06037190901,6037190901,2017,4629
1400000US06037190902,6037190902,2017,4002
1400000US06037191000,6037191000,2017,4256
1400000US06037191110,6037191110,2017,3754
1400000US06037191120,6037191120,2017,4247
1400000US06037191201,6037191201,2017,4320
1400000US06037191203,6037191203,2017,2453
1400000US06037191204,6037191204,2017,2198
1400000US06037191301,6037191301,2017,2574
1400000US06037191302,6037191302,2017,2171
1400000US06037191410,6037191410,2017,5024
1400000US06037191420,6037191420,2017,3539
1400000US06037191500,6037191500,2017,5663
1400000US06037191610,6037191610,2017,4019
1400000US06037191620,6037191620,2017,2923
1400000US06037191710,6037191710,2017,2670
1400000US06037191720,6037191720,2017,3646
1400000US06037191810,6037191810,2017,3624
1400000US06037191820,6037191820,2017,3083
1400000US06037191901,6037191901,2017,3197
1400000US06037191902,6037191902,2017,2560
1400000US06037192001,6037192001,2017,2357
1400000US06037192002,6037192002,2017,2651
1400000US06037192300,6037192300,2017,2389
1400000US06037192410,6037192410,2017,3895
1400000US06037192420,6037192420,2017,4358
1400000US06037192510,6037192510,2017,3796
1400000US06037192520,6037192520,2017,5033
1400000US06037192610,6037192610,2017,4432
1400000US06037192620,6037192620,2017,3758
1400000US06037192700,6037192700,2017,3849
1400000US06037194101,6037194101,2017,3438
1400000US06037194102,6037194102,2017,3456
1400000US06037194200,6037194200,2017,3638
1400000US06037194300,6037194300,2017,3541
1400000US06037194401,6037194401,2017,2454
1400000US06037194402,6037194402,2017,3776
1400000US06037194500,6037194500,2017,1942
1400000US06037195100,6037195100,2017,5028
1400000US06037195201,6037195201,2017,3264
1400000US06037195202,6037195202,2017,3323
1400000US06037195300,6037195300,2017,3431
1400000US06037195400,6037195400,2017,4567
1400000US06037195500,6037195500,2017,5104
1400000US06037195600,6037195600,2017,3354
1400000US06037195710,6037195710,2017,4573
1400000US06037195720,6037195720,2017,2187
1400000US06037195802,6037195802,2017,2734
1400000US06037195803,6037195803,2017,2687
1400000US06037195804,6037195804,2017,2482
1400000US06037195901,6037195901,2017,2105
1400000US06037195902,6037195902,2017,1925
1400000US06037195903,6037195903,2017,2285
1400000US06037197200,6037197200,2017,3850
1400000US06037197300,6037197300,2017,3874
1400000US06037197410,6037197410,2017,4499
1400000US06037197420,6037197420,2017,3426
1400000US06037197500,6037197500,2017,3845
1400000US06037197600,6037197600,2017,2303
1400000US06037197700,6037197700,2017,5171
1400000US06037199001,6037199001,2017,879
1400000US06037199002,6037199002,2017,4790
1400000US06037199110,6037199110,2017,2612
1400000US06037199120,6037199120,2017,4225
1400000US06037199201,6037199201,2017,4170
1400000US06037199202,6037199202,2017,2957
1400000US06037199300,6037199300,2017,3545
1400000US06037199400,6037199400,2017,4458
1400000US06037199700,6037199700,2017,3185
1400000US06037199801,6037199801,2017,2863
1400000US06037199802,6037199802,2017,2541
1400000US06037199900,6037199900,2017,2775
1400000US06037201110,6037201110,2017,2329
1400000US06037201120,6037201120,2017,3941
1400000US06037201200,6037201200,2017,2580
1400000US06037201301,6037201301,2017,3888
1400000US06037201302,6037201302,2017,4190
1400000US06037201401,6037201401,2017,4803
1400000US06037201402,6037201402,2017,5115
1400000US06037201501,6037201501,2017,5712
1400000US06037201503,6037201503,2017,3320
1400000US06037201504,6037201504,2017,2309
1400000US06037201601,6037201601,2017,2272
1400000US06037201602,6037201602,2017,2906
1400000US06037201700,6037201700,2017,5881
1400000US06037203100,6037203100,2017,4683
1400000US06037203200,6037203200,2017,5008
1400000US06037203300,6037203300,2017,2146
1400000US06037203500,6037203500,2017,3071
1400000US06037203601,6037203601,2017,3021
1400000US06037203602,6037203602,2017,2046
1400000US06037203710,6037203710,2017,3646
1400000US06037203720,6037203720,2017,4135
1400000US06037203800,6037203800,2017,4688
1400000US06037203900,6037203900,2017,3125
1400000US06037204110,6037204110,2017,3313
1400000US06037204120,6037204120,2017,2906
1400000US06037204200,6037204200,2017,3532
1400000US06037204300,6037204300,2017,4816
1400000US06037204410,6037204410,2017,2243
1400000US06037204420,6037204420,2017,3273
1400000US06037204600,6037204600,2017,4148
1400000US06037204700,6037204700,2017,5271
1400000US06037204810,6037204810,2017,5112
1400000US06037204820,6037204820,2017,2138
1400000US06037204910,6037204910,2017,3458
1400000US06037204920,6037204920,2017,2723
1400000US06037205110,6037205110,2017,3916
1400000US06037205120,6037205120,2017,3428
1400000US06037206010,6037206010,2017,3586
1400000US06037206020,6037206020,2017,8116
1400000US06037206050,6037206050,2017,2214
1400000US06037206051,6037206051,2017,2829
1400000US06037206052,6037206052,2017,701
1400000US06037206053,6037206053,2017,3180
1400000US06037206054,6037206054,2017,2255
1400000US06037206201,6037206201,2017,1251
1400000US06037206202,6037206202,2017,2353
1400000US06037206301,6037206301,2017,1201
1400000US06037206302,6037206302,2017,412
1400000US06037206303,6037206303,2017,3855
1400000US06037207101,6037207101,2017,3966
1400000US06037207102,6037207102,2017,2573
1400000US06037207103,6037207103,2017,2335
1400000US06037207303,6037207303,2017,2027
1400000US06037207304,6037207304,2017,576
1400000US06037207305,6037207305,2017,2322
1400000US06037207306,6037207306,2017,2833
1400000US06037207307,6037207307,2017,858
1400000US06037207308,6037207308,2017,806
1400000US06037207400,6037207400,2017,1065
1400000US06037207501,6037207501,2017,2249
1400000US06037207502,6037207502,2017,2827
1400000US06037207711,6037207711,2017,2545
1400000US06037207712,6037207712,2017,1494
1400000US06037207901,6037207901,2017,1125
1400000US06037207902,6037207902,2017,3872
1400000US06037208001,6037208001,2017,4533
1400000US06037208002,6037208002,2017,3110
1400000US06037208301,6037208301,2017,2130
1400000US06037208302,6037208302,2017,4504
1400000US06037208401,6037208401,2017,4322
1400000US06037208402,6037208402,2017,2998
1400000US06037208501,6037208501,2017,2160
1400000US06037208502,6037208502,2017,3822
1400000US06037208610,6037208610,2017,4531
1400000US06037208620,6037208620,2017,4325
1400000US06037208710,6037208710,2017,4682
1400000US06037208720,6037208720,2017,4565
1400000US06037208801,6037208801,2017,3123
1400000US06037208802,6037208802,2017,3503
1400000US06037208902,6037208902,2017,2885
1400000US06037208903,6037208903,2017,4278
1400000US06037208904,6037208904,2017,4025
1400000US06037209103,6037209103,2017,3581
1400000US06037209104,6037209104,2017,2585
1400000US06037209105,6037209105,2017,1540
1400000US06037209106,6037209106,2017,4101
1400000US06037209201,6037209201,2017,1670
1400000US06037209202,6037209202,2017,2413
1400000US06037209300,6037209300,2017,4683
1400000US06037209401,6037209401,2017,4152
1400000US06037209402,6037209402,2017,3808
1400000US06037209403,6037209403,2017,3737
1400000US06037209510,6037209510,2017,2881
1400000US06037209520,6037209520,2017,2671
1400000US06037209810,6037209810,2017,2664
1400000US06037209820,6037209820,2017,3338
1400000US06037210010,6037210010,2017,3711
1400000US06037211000,6037211000,2017,4904
1400000US06037211121,6037211121,2017,2157
1400000US06037211122,6037211122,2017,3380
1400000US06037211123,6037211123,2017,1782
1400000US06037211124,6037211124,2017,4090
1400000US06037211201,6037211201,2017,2852
1400000US06037211202,6037211202,2017,2500
1400000US06037211310,6037211310,2017,4375
1400000US06037211320,6037211320,2017,3081
1400000US06037211410,6037211410,2017,2709
1400000US06037211420,6037211420,2017,3563
1400000US06037211500,6037211500,2017,4073
1400000US06037211701,6037211701,2017,2973
1400000US06037211703,6037211703,2017,4556
1400000US06037211704,6037211704,2017,2793
1400000US06037211802,6037211802,2017,4214
1400000US06037211803,6037211803,2017,3766
1400000US06037211804,6037211804,2017,3192
1400000US06037211910,6037211910,2017,4590
1400000US06037211921,6037211921,2017,2274
1400000US06037211922,6037211922,2017,3514
1400000US06037212101,6037212101,2017,3162
1400000US06037212102,6037212102,2017,2316
1400000US06037212202,6037212202,2017,3572
1400000US06037212203,6037212203,2017,3002
1400000US06037212204,6037212204,2017,3548
1400000US06037212303,6037212303,2017,3437
1400000US06037212304,6037212304,2017,1779
1400000US06037212305,6037212305,2017,3228
1400000US06037212306,6037212306,2017,3051
1400000US06037212410,6037212410,2017,4623
1400000US06037212420,6037212420,2017,3540
1400000US06037212501,6037212501,2017,2000
1400000US06037212502,6037212502,2017,2779
1400000US06037212610,6037212610,2017,4042
1400000US06037212620,6037212620,2017,4266
1400000US06037212701,6037212701,2017,2509
1400000US06037212702,6037212702,2017,3647
1400000US06037212800,6037212800,2017,4051
1400000US06037212900,6037212900,2017,4631
1400000US06037213100,6037213100,2017,3036
1400000US06037213201,6037213201,2017,4420
1400000US06037213202,6037213202,2017,3897
1400000US06037213310,6037213310,2017,4005
1400000US06037213320,6037213320,2017,2419
1400000US06037213401,6037213401,2017,5124
1400000US06037213402,6037213402,2017,4519
1400000US06037214000,6037214000,2017,3817
1400000US06037214100,6037214100,2017,3912
1400000US06037214400,6037214400,2017,2925
1400000US06037214501,6037214501,2017,2860
1400000US06037214503,6037214503,2017,3504
1400000US06037214504,6037214504,2017,2826
1400000US06037214505,6037214505,2017,2627
1400000US06037214600,6037214600,2017,2544
1400000US06037214700,6037214700,2017,2625
1400000US06037214800,6037214800,2017,3038
1400000US06037214902,6037214902,2017,2950
1400000US06037214903,6037214903,2017,1349
1400000US06037214904,6037214904,2017,1741
1400000US06037215101,6037215101,2017,2930
1400000US06037215102,6037215102,2017,3070
1400000US06037216100,6037216100,2017,2428
1400000US06037216201,6037216201,2017,2697
1400000US06037216202,6037216202,2017,2934
1400000US06037216301,6037216301,2017,2189
1400000US06037216302,6037216302,2017,2753
1400000US06037216401,6037216401,2017,4380
1400000US06037216402,6037216402,2017,2845
1400000US06037216700,6037216700,2017,3777
1400000US06037216800,6037216800,2017,3070
1400000US06037216901,6037216901,2017,3175
1400000US06037216902,6037216902,2017,1767
1400000US06037217001,6037217001,2017,3240
1400000US06037217002,6037217002,2017,5058
1400000US06037217101,6037217101,2017,2686
1400000US06037217102,6037217102,2017,3405
1400000US06037217200,6037217200,2017,4105
1400000US06037218110,6037218110,2017,3380
1400000US06037218120,6037218120,2017,4996
1400000US06037218210,6037218210,2017,3763
1400000US06037218220,6037218220,2017,4335
1400000US06037218300,6037218300,2017,5289
1400000US06037218400,6037218400,2017,4774
1400000US06037218500,6037218500,2017,2667
1400000US06037218600,6037218600,2017,3193
1400000US06037218701,6037218701,2017,2239
1400000US06037218702,6037218702,2017,2218
1400000US06037218800,6037218800,2017,2998
1400000US06037218900,6037218900,2017,6093
1400000US06037219010,6037219010,2017,3298
1400000US06037219020,6037219020,2017,4817
1400000US06037219300,6037219300,2017,4193
1400000US06037219500,6037219500,2017,1720
1400000US06037219700,6037219700,2017,4207
1400000US06037219800,6037219800,2017,3042
1400000US06037219901,6037219901,2017,4489
1400000US06037219902,6037219902,2017,3682
1400000US06037220000,6037220000,2017,5259
1400000US06037220100,6037220100,2017,2727
1400000US06037221110,6037221110,2017,3850
1400000US06037221120,6037221120,2017,3256
1400000US06037221210,6037221210,2017,3265
1400000US06037221220,6037221220,2017,3712
1400000US06037221302,6037221302,2017,5290
1400000US06037221303,6037221303,2017,2838
1400000US06037221304,6037221304,2017,3894
1400000US06037221401,6037221401,2017,3523
1400000US06037221402,6037221402,2017,2857
1400000US06037221500,6037221500,2017,4018
1400000US06037221601,6037221601,2017,3159
1400000US06037221602,6037221602,2017,2939
1400000US06037221710,6037221710,2017,2540
1400000US06037221810,6037221810,2017,2747
1400000US06037221820,6037221820,2017,2425
1400000US06037221900,6037221900,2017,3627
1400000US06037222001,6037222001,2017,3022
1400000US06037222002,6037222002,2017,4573
1400000US06037222100,6037222100,2017,4018
1400000US06037222200,6037222200,2017,3614
1400000US06037222500,6037222500,2017,5255
